z_0,z_1,z_2,z_3,label
1.4714968,0.3817266,-1.3167169,0.93871945,0
-0.9000522,1.6434879,-0.69827634,-0.2622453,0
0.30129126,1.4271843,-1.6424553,0.81619114,0
0.966957,1.3241363,-1.9532062,0.9447258,0
0.99532914,-0.3235407,0.663282,0.21597666,0
0.6908166,2.0977967,0.6165211,1.1270332,0
-1.8130704,0.5778369,-1.0174102,0.1373488,0
-0.043296993,-0.00865623,-1.9917501,-0.39697313,0
-1.6922748,-0.5832219,-1.2515445,-0.75997216,0
-0.39248568,0.4039716,-1.4576036,-0.30072948,0
0.25396368,2.4404573,-0.7991583,0.7118988,0
0.062749565,0.29989594,-1.8182683,-0.07795602,0
1.8031837,2.077226,-0.2419315,0.11788353,0
0.7544963,-1.1170751,-0.2631751,-0.7837233,0
-2.4617364,-1.592232,0.9109037,-0.27726734,0
2.082106,0.34936637,-2.1602848,0.47124296,0
0.42830956,-2.4450877,-0.23554417,0.5271836,0
1.0994024,-1.4923729,-0.05805775,-0.6340032,0
0.63322604,0.9722339,-0.8216958,0.9052896,0
-0.44054917,0.103266805,-0.68013775,-1.4388862,0
1.5711558,-0.023986444,-2.2493298,0.12755862,0
1.1159155,0.766523,0.45686653,1.2946836,0
-1.1835405,0.49394608,-0.73056537,-1.0473082,0
-0.74901897,0.19095026,-1.5821214,-0.2816784,0
-0.051796295,0.95144784,0.40395832,2.585141,0
-1.9008228,-2.1013265,1.3792819,0.21708734,0
-0.19017306,0.36542845,-0.80242634,-1.043669,0
-3.1286092,-0.23016939,0.5508566,-0.54961115,0
2.515613,0.95977825,-1.4768233,0.845932,0
1.9792261,-0.15392777,-0.8713218,0.32227162,0
-0.27320296,2.6053698,-0.11587127,0.2939279,0
-0.3014504,0.40885794,-1.1625127,1.2277489,0
-0.3190899,1.0372623,0.5690858,0.6371336,0
1.8269488,1.7714692,-1.0534228,0.3359356,0
-2.630648,-1.2504262,0.8068841,-0.1911557,0
1.7125034,1.7469263,-1.2387761,0.44835818,0
-2.7278829,-0.9286219,0.5341585,-0.5479779,0
0.64023286,1.0739472,-0.68126255,-0.58920026,0
2.240835,-0.70513546,-1.9750525,-1.2710987,0
-0.094977975,2.6162224,0.030362852,0.4180277,0
-2.7483492,-1.0697715,0.5947641,-0.91124225,0
1.8332063,1.4490324,0.2625996,1.2862827,0
-0.23339441,0.2870051,-0.57309604,-1.2788807,0
-3.4426918,-0.020886678,0.1876286,-0.3476336,0
-2.380067,-1.842988,0.99614537,-0.1180973,0
-0.792834,0.17675143,-1.5425698,-0.22535169,0
1.2168941,1.8709291,0.2520018,2.4011085,0
-1.2506658,0.6726774,-0.8167472,-0.7371154,0
0.7823723,-0.25784332,-0.038232967,0.31219974,0
1.5213711,0.02629333,-2.2134788,0.3204631,0
-0.44964468,0.17509498,-0.662437,-1.4373034,0
-0.18694067,-3.2316988,0.2746706,0.8776156,0
-0.28862798,-1.2909216,-1.6480749,-1.133783,0
-0.6463182,0.35415995,-1.5568143,-0.22546722,0
-1.3666528,-3.15176,1.2064079,0.40918753,0
-2.5777085,-1.2483597,0.48436394,-0.7514677,0
0.81619376,1.2287145,-1.9129002,0.84043723,0
1.9247321,1.8837602,-0.08442578,0.19535096,0
0.023579959,0.28870416,-1.9123948,-0.12600696,0
-0.16922481,0.41725293,-0.805838,-1.1447592,0
-0.094068155,1.7854757,-1.2837131,0.770025,0
-0.15508232,0.031790756,-1.9642864,-0.48698667,0
-0.23152983,-0.7171455,0.19970006,-0.9471744,0
1.3091656,1.7342045,0.31066105,1.9325737,0
-0.7421973,0.1815316,-1.5966152,-0.14059839,0
0.9544529,2.2726462,-1.212338,1.1559039,0
2.5955215,0.1675794,-1.9359819,0.48031956,0
2.224055,0.027550004,-2.2134504,0.18620667,0
2.3044288,-0.008877803,-2.272096,0.18784575,0
-1.7560861,-2.8132038,0.74881405,-0.4293129,0
3.0557666,-0.2752275,-2.3533046,1.0551922,0
2.1929927,0.06946538,-2.2833219,0.2186241,0
-0.06925613,0.3662075,-0.8112072,-1.1337614,0
0.06452161,-1.8199929,-0.08979352,0.78826195,0
-2.552432,-0.9646919,1.3202178,-0.23374796,0
-0.12468595,0.35486534,-0.85172886,-1.3371964,0
1.1153744,-0.21971262,-2.317671,-0.19876927,0
-2.9089649,-0.26305962,0.835175,-0.5567528,0
-0.9635908,0.17639577,-1.5384294,-0.26766795,0
0.24491233,0.75120425,-0.7001968,0.9899037,0
-1.9107746,0.15017515,-1.136418,-0.29163986,0
-0.38767368,0.3374331,-1.7258606,-0.2727995,0
2.372235,0.4624894,-1.9874454,0.5680818,0
-1.3854843,-2.1091979,0.557361,-1.2004333,0
-1.0527419,0.2091167,-1.4976509,-0.18646243,0
0.16846393,2.080289,-1.4630377,1.2273357,0
1.6327175,1.832021,-1.4707344,-0.48879105,0
-0.31856877,-2.638875,-0.04821171,-0.7653851,0
1.30468,-1.1975255,-0.17987384,-1.0623813,0
0.115499005,-0.9686628,-0.99334717,-1.8400087,0
0.014955914,1.9166659,-1.2780625,0.7802484,0
0.83777136,1.5936149,-1.8055981,1.01673,0
-0.35704523,2.0390701,-0.8645617,0.3454059,0
-0.25415123,2.1857083,-0.8114479,0.37736014,0
-0.06137426,1.7730107,-1.357404,0.8428036,0
0.3542587,-1.997485,-0.25466788,-0.31417322,0
1.0765158,-1.4761047,-0.08349919,-0.8902592,0
-0.06956076,-1.0528283,-0.99382323,-1.7629675,0
-1.462964,-0.19421317,-0.28002414,-1.0761237,0
0.14451818,1.7523655,-1.6425354,1.1195573,0
1.6931068,1.8846956,-1.2484332,-0.3982427,0
-0.00964901,1.9326687,-1.153096,0.677683,0
-1.1439967,0.08052779,-0.80210716,-0.16808434,0
-0.3912764,0.2851951,-1.7614208,-0.25247392,0
2.4111943,0.4699932,-1.8926868,0.7072445,0
-1.1758485,0.082989454,-1.395583,-0.20992377,0
0.45701945,0.47964382,-0.66314214,-0.5476396,0
-1.046956,0.13729946,-1.5010751,-0.20253196,0
-3.314724,-3.4298282e-06,0.24707428,-0.26158288,0
0.3687952,-0.4735039,-2.1322682,-1.0699188,0
0.8446281,-0.23842786,-2.2255065,-0.18509755,0
-0.17307422,-3.513125,0.7998354,1.0557381,0
-2.7494707,-0.6683093,1.1763296,-0.6120633,0
-0.11447182,0.5701545,-1.2083427,-0.82514036,0
2.1333988,0.09971167,-2.2209597,0.2934112,0
1.4505092,1.5176742,0.37889877,1.0812485,0
2.2580903,-0.12334656,-2.2285345,0.14152624,0
-1.4918565,0.45998958,-1.1880095,0.027154211,0
2.4078538,0.07783738,-2.0942957,0.37488765,0
2.260132,0.015238301,-2.1966453,0.20801719,0
1.0803053,2.4322898,-0.82988036,1.2486423,0
-1.6102182,-3.0662818,0.8571678,-0.2523015,0
1.9284346,-0.55961823,-1.0201283,-0.18850824,0
2.2517052,-0.023553733,-2.251358,0.22261457,0
2.5593882,0.31968918,-2.0361733,0.5774128,0
1.1682186,2.3790693,-0.8844051,1.2075343,0
-1.2163988,0.07272893,-0.18062384,-0.8318896,0
-0.3810778,0.5928835,-1.1463077,-0.7177233,0
-0.40907738,0.38829648,-1.5873519,-0.19356309,0
2.1108565,0.14826122,-2.2195394,0.30996925,0
0.536817,-0.16235502,-1.4720464,0.99653935,0
0.019774582,-0.032511152,-2.0297053,-0.5348932,0
-3.2048326,-0.20343558,0.4373733,-0.5270271,0
-0.4137743,0.4077633,-1.4848992,-0.12263823,0
-0.96511745,0.30483258,-1.3544,-0.21808237,0
-3.5208378,0.57087123,-0.322056,-0.014859598,0
-2.7318404,-0.7905749,-0.5980032,-0.624201,0
1.5631387,1.916185,-0.8530532,-0.044777006,0
-2.2361777,-2.0942538,0.6774397,-0.32015228,0
0.11411773,0.03206627,-2.0227904,-0.37811777,0
1.6363951,1.721732,-1.6252092,-0.55452406,0
-0.32394105,-0.09448388,-3.1414907,1.3048793,0
-1.0296917,0.014081487,-0.18652704,-0.13808951,0
-1.1617409,-2.2820628,0.64498377,-0.95698875,0
-0.7393928,0.06871086,-1.1205621,-0.021037528,0
0.575369,2.2356815,-1.3319546,1.1761107,0
0.5905741,1.6983778,-1.7281197,0.97198504,0
-0.007549189,1.3637431,-1.583181,0.8282529,0
0.5548714,0.6823182,-2.0910065,0.5427911,0
2.3974884,-0.023400377,-2.1762905,0.29719788,0
-2.4464357,0.9474075,0.28359777,0.5982677,0
-2.6540966,0.6843384,0.2161945,0.44848642,0
0.63921314,-0.15462863,-2.188809,-0.34831643,0
2.3201795,1.6035347,-1.2097367,1.4067446,0
0.43046325,1.8027915,-1.5815245,1.0085211,0
-0.074559964,1.5778656,-1.4098711,0.8067044,0
0.41983226,2.031675,-1.5515085,1.1090024,0
-0.79689443,0.1294736,-1.3408024,-0.010195874,0
-1.0641075,0.01625707,-0.22174701,-0.16580914,0
0.8003273,-1.7922819,-0.065031,-0.6045897,0
1.6042228,1.6022611,-1.7762403,-0.66037965,0
0.03944782,1.331394,-1.6803696,0.97674024,0
-0.6647378,0.00043527503,-1.7634581,-0.32512203,0
-1.4315255,-0.079162225,-1.181132,0.41981673,0
1.513592,1.9028533,-0.83435017,0.22801223,0
-3.57091,0.39818624,-0.18856478,-0.031755134,0
-2.8249183,-1.0209688,-0.3372076,-0.86933976,0
-1.0588709,0.19699477,-1.4230121,-0.2651336,0
-3.0471897,-0.2907898,0.6843351,-0.6929918,0
-0.39921206,0.35466912,-1.5208962,-0.14716968,0
-1.9402663,-2.5088754,0.80663973,-0.3253193,0
0.25213748,-0.054462664,-2.116268,-0.45790842,0
2.1487913,0.13806088,-2.2690337,0.27706778,0
-0.37924102,0.38398734,-1.5468025,-0.26870593,0
-0.24749105,0.3064152,-0.59415543,-1.2938743,0
-3.0737948,-0.7767494,0.012609097,-0.8781434,0
1.2384515,2.4896443,-0.6187364,1.3310158,0
2.265697,0.026285784,-2.215879,0.2224464,0
2.4712934,0.35111734,-1.9794108,0.59586143,0
-0.10279136,-3.5961862,0.8796327,0.73590416,0
2.1062493,-0.11903734,-2.3062308,0.15911594,0
2.3798292,0.40829784,-1.981675,0.5332102,0
-0.110601135,0.33751404,-1.7626562,-0.097386435,0
-0.19398428,-0.3431902,-2.0125241,0.9396351,0
2.4780853,-0.044811595,-2.057297,0.34819427,0
2.3769855,0.22863622,-2.0448673,0.40695524,0
-0.20786013,-0.08738613,-0.27080333,-1.3119615,0
-0.4584848,1.4748784,0.5659582,0.16951986,0
2.0710766,0.17604846,-2.1327903,0.2639189,0
0.78566813,2.5097814,0.3923659,1.2319875,0
-0.33393732,0.0722738,-0.20202361,-1.2100822,0
-0.6124892,0.4900245,-1.4006424,-0.3421115,0
-2.6961312,0.78458285,-0.874852,0.33154356,0
-0.39420494,0.33030087,-1.6824827,-0.19402145,0
1.8482809,1.6929934,-1.2244387,0.30388224,0
-0.18216202,-0.429965,-2.0298603,0.90074414,0
-3.260927,0.39532417,-0.58481705,-0.13462098,0
1.0639793,-1.4665074,0.16999355,-0.27709797,0
-1.6680156,0.45642814,-1.1122133,-0.0018180255,0
0.44885123,-0.07926071,0.27704394,0.38438278,0
2.008139,0.69800526,-1.9323786,0.5801974,0
-0.49344555,0.25919017,-1.6272701,-0.1907903,0
0.023443969,-2.4127295,0.292682,-0.532953,0
0.14318596,2.0808506,-1.2541274,0.7710028,0
-0.7061322,0.22768763,-1.58014,-0.2392152,0
-1.1474035,0.12214357,-1.3660465,-0.15524675,0
-0.20183556,0.38969085,-1.8068513,-0.047807932,0
0.31825644,2.3449025,-0.8987809,0.73197234,0
-1.261911,-0.90140015,-1.6448252,-0.96651065,0
1.5516784,2.319637,0.22029944,1.6218036,0
-0.74498683,0.059071533,-1.8316023,-0.21774405,0
1.5918489,2.489419,-0.07763825,1.5376608,0
-0.86414474,0.13742968,-1.6392881,-0.27811217,0
0.17986517,2.1703558,-1.1604377,0.76781064,0
-0.9192867,-0.06621225,0.1365419,-0.9177641,0
-0.1744584,0.38069287,-1.8332132,-0.10086394,0
-1.0832304,0.17584513,-1.4554409,-0.11617678,0
0.35082617,2.2246268,-1.2505641,0.81615376,0
-0.9723158,0.20849773,-1.5003667,-0.14978944,0
-0.6454767,0.23585115,-1.5522811,-0.20063351,0
0.25615945,-0.8495614,-1.2786825,0.86595386,0
2.253332,0.5661737,-1.9759123,0.51050425,0
0.28182855,-0.059743013,0.33021876,0.47366238,0
-2.0224273,0.2032378,-1.0638,-0.22743323,0
1.6816195,-0.3199421,-0.27590793,-0.3659655,0
-0.20599458,-0.3730084,-2.247113,1.053153,0
-3.1531386,0.55599916,-0.6556277,0.0012980788,0
-0.27632967,0.5438455,-1.2834123,-0.8863005,0
2.2972348,1.7979884,-0.9580943,0.75524163,0
-2.5618732,-0.76601404,1.262276,-0.31653312,0
0.34318447,-0.06338761,-2.0419042,-0.3560748,0
-0.5701533,0.5138886,-1.3046074,-0.4312507,0
0.31613392,1.1187949,0.60304254,0.6696344,0
2.2299352,0.29992294,-2.024971,0.3593963,0
-1.6823378,0.11743786,-1.251206,-0.31170666,0
-0.1560438,0.30870584,-0.5753623,-1.2896402,0
2.4417262,-0.091521494,-2.143646,0.23493007,0
2.3345108,0.06801288,-2.1369326,0.31108153,0
-1.0593431,0.6632313,-1.2055476,0.34564045,0
-0.06316442,0.47203925,-1.7980386,0.12957403,0
2.376477,0.4084103,-2.0309064,0.5087899,0
0.44827926,2.6096258,-1.0307922,1.2994099,0
0.42760742,-0.21819249,-2.0112872,-0.844449,0
2.2982075,0.22888073,-2.068695,0.38528487,0
2.211038,-0.2473268,-2.3317103,0.036616486,0
0.09367373,-0.19634333,-0.9710974,-0.07025394,0
-0.24186882,-0.12131263,-3.1348555,1.0554993,0
2.1450374,0.14187753,-2.1930914,0.34787813,0
0.24298285,-0.10500233,-2.087416,-0.56882966,0
-3.0839531,0.15826185,-0.7124908,-0.20600301,0
0.7790347,-1.4862885,-0.1441084,-0.6573464,0
-0.3586398,0.32021883,-0.43434873,-1.216634,0
-3.362833,0.23848803,-0.3704647,-0.23045793,0
-0.41316026,0.3617082,-1.5416241,-0.14085451,0
-2.7282841,-1.0694793,0.54660976,-0.84373516,0
-0.3507011,0.30481148,-1.682055,-0.19659165,0
-0.85612494,0.8039547,-1.1829691,0.4131265,0
-0.8518692,2.635369,-0.7450015,0.82907224,0
0.57918626,-2.3324728,-0.11978771,0.60058767,0
-0.29093292,0.3601162,-1.7554567,-0.11647999,0
-0.6876505,0.27651194,-1.5508916,-0.20626983,0
0.9334535,2.0893507,-1.3574742,1.0100279,0
1.5266087,1.3806384,-2.0049248,-0.7491388,0
-0.2615893,-0.0056144428,-2.9955807,1.1571535,0
-0.5198468,-1.574941,-0.048113964,-1.086739,0
-0.279884,-3.364731,0.26638028,0.040737517,0
1.7031775,1.7168097,-1.3990974,1.2819402,0
0.8584643,1.3199501,0.50669265,1.8523998,0
-0.047527127,2.33708,-0.7589745,0.47371647,0
-0.3217714,-1.1612904,-0.64803547,-1.7528206,0
-0.16062957,2.266882,-0.750718,0.4530085,0
1.1421003,-1.5592729,-0.091155976,-1.107248,0
1.5987738,2.4861414,-0.36736813,1.4857452,0
-0.54286814,0.39154872,-1.4335916,-0.31129363,0
1.4920446,1.315579,-2.1224008,-0.7310984,0
-0.261262,-0.051986184,-3.0908272,1.1289216,0
-0.6367509,0.25539565,-1.5587596,-0.20757231,0
0.9678717,2.210183,-1.2547075,1.0889919,0
-0.2923696,0.33273497,-1.6818893,-0.15357228,0
-1.9710895,-2.39891,1.0854197,0.03824939,0
0.11600264,1.6330318,-0.925302,1.0613984,0
-0.67505085,2.70717,-0.68490034,0.8715669,0
-2.600047,-1.268641,0.7535749,-0.7656286,0
-0.3561802,0.29576185,-1.7263703,-0.19511406,0
-3.4002678,-0.08572504,0.08224174,-0.34363046,0
-0.3657952,0.29404345,-1.7341202,-0.2776878,0
-0.917746,0.32172686,-1.3991036,-0.3048902,0
1.2565547,-0.8818323,-0.37017372,-1.1041521,0
-3.196337,-0.5444056,-0.19479272,-0.6661477,0
0.10233055,-0.094791904,-2.0416012,-0.5269539,0
2.1402724,0.1551087,-2.2567434,0.23906898,0
-0.104259916,0.35875162,-1.8032165,0.002767839,0
-0.25160697,-0.077329375,-3.1249814,1.1636242,0
2.4280462,0.36019406,-1.9270511,0.49338213,0
2.3772464,-0.06445797,-2.233136,0.16684598,0
0.15882339,-0.8622816,-1.7415514,-1.6365819,0
0.3347509,2.3900523,-1.2794845,1.2974046,0
-2.528822,-1.3432541,0.5072582,-0.79988354,0
0.6143551,2.0287645,0.5826924,1.6384883,0
1.0172482,-1.4769758,-0.10825986,-1.2014349,0
2.3148024,1.2056695,-1.5147035,1.2822343,0
-2.649339,-1.3059564,0.6241056,-0.8495846,0
2.3262646,0.4082022,-1.9911836,0.4884178,0
-2.9384513,-0.6269366,0.6677016,-0.8476474,0
0.9134631,-1.9004284,-0.22321628,-1.0630561,0
0.04875608,-1.1198174,-0.19165817,-0.88601077,0
-1.918638,-2.530395,0.6447064,-0.31153223,0
0.25706866,1.8425602,-1.5394678,0.9688762,0
-0.6678705,0.4008526,-1.4699899,-0.25434476,0
-0.04541188,0.08099121,-1.9672755,-0.3071815,0
-1.5132564,0.59839755,-1.1122046,0.15889435,0
0.7052038,0.37898776,-0.8902999,-0.87277204,0
1.9976258,0.0637693,-2.2464454,0.22358097,0
-0.3852073,0.48597404,-1.2603252,-0.4822295,0
-0.25122866,2.887044,-0.6028687,1.1460537,0
-2.8521655,0.43165913,-0.8923498,0.00871487,0
0.9013387,-0.21756068,0.33823082,0.270242,0
-2.3507142,0.024700746,-0.7795505,0.7109527,0
-2.988494,-0.966061,-0.08349285,-0.90892154,0
-3.0019133,-0.9560116,0.14666025,-0.9008816,0
0.2713108,0.1176507,-2.0857744,0.10116723,0
1.81073,1.8362451,0.25125214,0.32409456,0
-0.6579441,0.24761494,-1.563867,-0.21212195,0
-1.7527187,0.20273589,-1.1999154,-0.24783066,0
-0.7921007,0.13802865,-1.6428553,-0.2598473,0
-0.21430525,0.36832935,-1.7911724,-0.069857836,0
0.192093,0.05465144,-2.028989,-0.39096498,0
0.64204377,1.2489858,-1.8393261,0.89271665,0
-0.33109376,-3.4113197,1.3045985,1.0164158,0
-1.053615,0.1597762,-1.5162818,-0.19694415,0
-0.9558054,0.08991061,-1.5364017,-0.24883305,0
0.80259025,1.5968404,-1.8333217,1.0555418,0
-1.7190056,-2.7387125,0.6160431,0.06496047,0
1.7620292,2.4353154,-0.09070805,1.5945393,0
