z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,label
0.543695,0.00233531,-0.35479996,1.667911,-1.8440894,-0.0034922957,0.91221833,-0.34367248,1.5587786,-1.4390082,1.134013,1.7074908,-0.665901,0.01788114,-0.28103745,0.9461713,0.6857388,-0.112100236,-0.36866924,-0.030562196,0.44793186,2.047049,-0.32179433,-0.19482948,0.417194,0.7979266,1.2727892,0.07493163,0.21787518,-0.18073454,-0.5891018,0.9138892,0
-1.08389,-0.35188028,-0.9416902,-0.8454936,-0.53868765,1.5223125,0.97218823,1.2982955,1.1073037,0.000734061,0.58985597,0.3159033,-0.18046847,1.7217057,0.7088754,0.04320278,-0.07493144,0.047861166,-0.39781576,-1.2650051,-0.514149,0.01248185,-0.2543152,-0.34975052,0.17131613,0.8972708,2.3797143,-1.5335888,0.95366,-1.2722809,0.38323092,-0.78607786,0
-0.5759582,0.239618,-0.6436331,-0.5415608,0.7913763,1.5818374,0.73164237,0.3484902,1.2862363,-0.5055892,0.4909676,0.26844767,0.11843899,1.5377827,0.80421764,-0.13639535,-1.0544999,-0.8867751,0.052694082,-0.68254924,-0.77634597,0.1280371,-0.43371624,-0.29728338,-0.59573543,0.13349614,2.3503797,-1.3253846,0.92877626,-0.12639113,0.92658186,-1.1453587,0
0.5583972,-0.6881949,0.34068155,-0.80125844,0.3132401,1.1138105,0.4358709,0.56502616,1.4628193,-0.41549805,0.45805687,0.14545625,-1.0692418,-0.5400843,1.2840587,0.07871055,0.5605403,0.7803034,0.51811695,1.3429892,-0.69082797,-0.8331695,-0.554109,0.05750469,-0.47113156,0.085102804,2.0990963,-1.0484059,0.6110322,0.8148721,2.1228647,-1.7936,0
0.36027378,-0.29221222,0.77262735,-0.032752365,1.5563492,0.598137,-2.2655344,-1.5236832,0.74098974,-0.13544911,0.8283354,-1.1961739,-0.47414434,-0.57239205,-0.6428416,-0.14016078,-0.2708162,0.051379398,0.20329282,1.549929,0.6503701,-0.9709952,-0.088190444,2.122208,0.082882084,0.2197838,-1.3110223,1.2796623,-0.3222325,-0.020579323,0.5538324,0.53854716,0
-0.31412408,0.080760926,-1.6032443,0.08055405,-0.61891925,0.7375096,-1.1122903,1.1505675,-0.4448274,-0.92767274,-0.28961256,-0.17397545,-0.60895985,0.17715785,0.34848672,1.0436082,0.6342822,0.44471318,-1.411938,-1.467578,-0.058204006,0.8363042,0.38610694,0.66313434,-0.89888763,0.6454505,0.46243817,1.2217337,1.4113128,0.4307258,-0.59650636,1.8764863,0
-0.1754928,0.29616046,-0.721511,-0.23103935,0.44035405,1.6225232,0.32335827,-0.29730025,1.4849473,-1.0222867,0.18794349,-0.77379,0.8014855,1.0516418,0.85268044,-0.18762504,-0.15390067,0.8100949,-0.03002587,0.09974241,-0.7396864,0.750834,0.95917606,0.38288045,-0.54734147,0.96119773,1.7127372,-1.3686414,1.5089352,-1.7487619,0.24287507,-0.843508,0
0.8283875,-1.747792,0.12942015,-0.92209256,0.08762351,1.4100505,0.34607714,0.8398371,1.552987,-1.191664,1.0290562,-0.041567396,0.4922777,-0.27918118,1.0851804,-0.05760822,-0.09300089,-1.0358406,-0.061504014,1.0938928,1.2828077,-0.6355264,0.72509503,-0.32960746,-0.38458124,-0.21849369,2.2553775,-1.6812419,0.5972718,0.29351872,2.3462327,-1.5865856,0
-1.7041458,0.40915954,-1.0852673,0.25099462,-1.1456788,0.041624017,0.37950423,-0.16413173,-0.06615965,-0.8915348,-0.3112601,3.5589366,-0.74490273,1.127323,-0.39533707,-0.40027073,0.068318516,1.1654491,-2.0401077,2.163573,-0.1340819,0.7179213,-0.64323175,1.1791801,-0.048293754,-0.19951145,-0.13894087,0.6263005,-0.8291191,0.52125734,0.7403404,-2.1393778,0
0.21474344,-0.4182702,-0.59528625,-0.09158505,-1.0871246,-1.078259,1.5794212,-0.5162121,1.0168647,0.66942734,1.3974035,1.5564897,-0.90774417,-1.6899209,0.3478225,1.4896436,-0.51045877,-0.022066787,0.06973767,2.0751448,-0.14472206,1.2584083,-1.1300017,-0.7913378,-0.028397053,0.025614962,0.38263535,-0.7210248,-0.18104392,0.44099048,0.842389,0.77988017,0
-0.5005107,-0.54525006,-0.76073915,-0.20891832,1.0906767,0.8454634,0.41229096,0.23047113,0.5223191,0.14098978,0.0573176,-1.23246,-0.5590305,1.0920907,0.41966283,-0.058084838,0.10932854,-1.3113635,0.380315,-1.0389723,1.2992722,0.8129084,-0.9324882,-0.18852852,-1.3719645,1.6380278,1.18987,-1.6705079,1.0007106,0.5216928,-0.079043135,0.14311962,0
0.83811516,-1.2867304,-0.6919806,-1.3130723,-1.193218,1.680643,0.027179286,-0.032291234,2.1492822,-0.1334633,1.7205614,-0.17169961,0.74288213,0.3912856,-0.09934092,0.47859633,-0.36617863,-1.659803,-1.2424247,-0.35692957,0.16161737,-1.3086666,-0.4820937,-0.12685421,-0.40537006,0.053741664,1.5958786,-0.66485,-0.3617936,-1.1365682,1.5379069,-0.21316707,0
-1.6789587,0.820379,0.7838204,-1.3644989,-0.5495993,-1.792432,2.333664,0.7426778,0.71202934,1.5808804,-0.2778576,1.7077557,-2.04171,-0.6597992,-0.43739754,1.3940477,-0.78501785,0.90429723,-0.07013291,2.7791324,-0.6144401,1.0252167,0.0736444,-0.7584994,0.36890206,-0.90037334,-0.62368685,-1.6705604,-0.10850527,-0.42972448,0.63462985,-0.247897,0
-0.02973628,1.7007716,-0.00013355911,-0.34067434,1.0290071,-0.18476489,-0.8166642,-0.0072123557,0.88432926,0.84958804,0.129356,0.5499963,-2.2581146,-0.5036327,-0.4290447,1.5759381,-0.37614086,-0.48906204,2.443382,-1.7637439,-1.0645186,0.30760363,1.1739925,-0.39755833,-0.44546586,0.98943675,0.7731074,0.46890336,0.7238018,0.2144021,-0.9950849,2.1386986,0
-1.8911848,-0.26588002,-0.27085328,-0.059994698,1.1463952,-0.788604,1.9461923,-0.2581169,0.66292995,0.25511596,0.014989883,3.230536,-1.5884852,1.127892,-0.86049485,1.0061084,-0.4951302,-0.4388957,-0.28150457,2.40665,-1.381829,0.983883,-0.98534524,0.33058518,0.2490862,-0.2415311,-0.20022464,-1.0144874,-0.12709993,0.458276,0.5349786,-0.9419616,0
-0.7379836,-0.513621,0.45684385,0.15237537,-0.47209436,-1.4281594,-0.56418544,-0.08815917,1.8869135,-0.5125814,1.2158561,2.6522598,0.24786088,0.82361555,-0.34078905,-2.5086486,0.53264415,-0.9078534,0.18166964,1.8098822,-0.35198385,-1.1015623,-0.7477271,-0.5850041,-2.0665755,-1.2243435,-1.1789151,0.06523008,-0.94755685,0.27686954,0.47692803,-1.309213,0
-0.3573247,0.37626642,0.59967923,0.036550105,-0.31461817,0.05477813,-0.3733707,-0.49483633,-4.001344,0.16552866,-0.6539464,-0.704443,0.689629,-0.8058299,1.7954328,0.9400122,0.7157804,0.32938117,0.19047993,-1.2223828,0.06256911,0.8602741,0.50500613,0.6486149,0.109030336,1.8938826,0.503724,-0.03474927,-0.35656637,-0.36088574,-0.094600976,0.9029594,0
0.06989283,-1.1356941,-0.09455403,-1.0160085,1.5286838,1.2036102,-0.10747262,1.0738838,1.2879522,-0.19314075,0.98508734,0.4095729,0.35876542,1.4251226,0.75534743,0.6778057,-1.9180441,0.47376597,-1.1144439,-2.2047117,1.1813304,-1.6297088,-0.751661,0.33263066,0.3801953,0.09650487,2.2750545,-0.466317,0.47511357,0.13410243,0.38725114,0.17048982,0
0.41241592,0.33959287,0.51126087,-0.4293505,-1.6277862,1.8487879,0.037251085,0.49109882,1.6676226,-1.0640899,1.2256911,-0.37812594,0.3499726,1.3034232,0.39760727,-0.25693053,-0.22108695,-0.414848,-1.8245962,-0.8411889,0.37313023,-0.54130274,-0.18754688,-0.13821517,0.89172864,-0.043694057,1.9823747,-0.35243174,0.63589644,0.9422493,1.3290522,-0.77016705,0
0.09842509,0.24159068,-0.2651212,-0.5431966,1.5090754,0.4302496,0.24036947,0.58206856,0.5940208,0.98814476,0.80622196,0.9343297,0.53792804,0.30931473,0.85792553,1.5689727,-0.54915637,-1.8003813,-1.0771704,-0.010331532,1.4954212,1.7325655,0.41664737,0.5402089,1.0968881,0.76525277,0.8473189,1.5404599,-0.638041,-0.00344605,-1.030118,1.5647808,0
-1.3403693,-0.8024517,0.85328114,-0.6772376,-0.6820941,-0.27391595,-0.04128483,0.39914364,0.61662585,-0.8682492,0.019118592,3.4353755,-0.49029064,1.0644295,0.11936514,-1.9009745,-1.481142,-0.23722023,-0.8324575,1.7443626,-0.71372247,-0.19403288,0.49893558,0.5058498,-0.8824148,-0.41115955,-0.13139316,0.7269565,-0.8630323,-0.68568254,1.2431264,-2.6732004,0
-0.29053244,-1.0875753,-0.8217377,-0.80905974,0.0310475,1.5969203,0.8379928,-0.128541,0.011581212,-1.0267998,-0.80672324,-0.3369072,0.54349494,-0.6398638,0.7235483,0.65101177,0.09259337,0.37027436,1.2173369,1.628949,0.39844143,-0.7864001,0.61450195,1.803918,-1.1038,1.8105361,1.6214361,-1.6697513,1.0155483,0.37192863,0.6486524,-1.7735991,0
1.1639735,-0.18810806,0.0935235,0.6300061,-0.18372793,-0.56395036,-0.88490254,1.4147469,-1.2348993,-0.039432377,1.8119123,2.1566298,-1.0245641,0.6657282,1.2263961,-0.49056712,-0.39258665,0.6470029,0.91741997,-0.252054,-0.47119367,0.8067871,0.40370008,-1.071348,0.16214958,-0.24852566,1.004246,1.6861429,-0.49484986,0.31559956,0.95456666,0.5640542,0
-1.8172555,0.139101,1.2414004,-0.25799304,0.17398944,-0.9587133,0.9903389,-0.58863056,-0.008089758,-0.36924148,0.37199026,3.6741316,1.0521343,0.9247668,-1.8205692,0.75318384,-0.5553428,-0.1818403,0.20500861,1.9985478,-1.162218,0.5033625,0.30574325,0.20000224,0.48260233,-0.21862054,-0.35324186,-0.35631374,-0.6176836,0.01968348,-0.4567826,-0.9181991,0
0.094353065,1.4800277,0.4665361,-0.6194772,0.7060333,-0.1193936,-1.5282608,0.3784267,-0.145619,-0.5167527,1.4859433,-1.6222314,0.27553403,1.3466533,1.4583368,-2.2950363,0.28860778,0.31461433,0.023734182,-1.2952515,-0.17629714,0.36444908,1.0020611,-1.5983765,0.5131645,-0.74419403,0.94234467,-0.43106654,0.34682485,-0.9264841,1.1300598,-0.4157346,0
-0.7280305,-0.4893847,-0.23314321,0.3826265,0.50727355,-0.026349448,-1.8483152,-0.54488474,0.5703261,-0.34541503,1.8739389,0.7115317,0.48682773,0.66306794,-2.0990705,0.2339356,-1.0553899,0.32519883,0.49448216,0.33068544,0.24671231,0.36739984,0.073871225,1.0355353,2.3618875,-0.70741,1.771496,1.2171786,-0.09781125,0.288211,-0.12910329,0.17787044,0
2.007749,0.64943296,-0.49472708,-0.072612315,-0.38861537,0.19990443,-0.5617428,0.63087094,0.88752615,-1.2029306,0.6113352,0.64768267,-0.7924191,-0.4533826,0.79528886,0.6896652,-1.4346296,-0.19184709,-0.4318688,-1.1632189,-0.17950857,1.3984208,0.6405261,-0.5260093,-0.80350065,0.6327544,1.0500364,0.78229094,-0.4568798,-0.97686404,-1.0974753,1.8590975,0
-0.0014876947,-1.1378223,-1.7078016,0.014725208,-0.53868914,-0.07506805,-1.3113216,-0.05257505,0.42218205,-0.0110336095,2.576197,2.359252,0.6979928,0.23326303,-0.6710042,-0.9049923,-0.29188672,-0.31566986,0.23123053,0.4851871,0.74455845,1.2606149,0.6192677,-0.7654648,1.1645749,-0.82666993,1.609191,1.0541538,-1.3870995,-0.42264268,1.1960092,-0.03455168,0
0.41385525,0.9612484,0.09775515,-1.6000974,0.6916241,1.8540356,-0.3616362,1.4935366,1.2370714,0.062729836,0.7557638,-0.27270594,0.6894891,1.9219607,0.748443,-0.3815429,-0.16100134,-0.66854787,-0.35723567,-1.0626016,-0.26310635,-0.7578464,-0.87014955,0.09094231,0.45771796,0.24733002,2.5324526,-0.23559698,0.75127494,1.0549659,0.9139261,-0.9706675,0
-1.8263533,-0.75090796,0.6093855,0.08302307,-0.2003562,-0.29012626,0.39356956,0.7122821,-0.042257063,0.65520585,-0.040891632,3.1068642,-0.68999577,1.864767,-0.21871153,-0.9090413,-0.4454909,-1.1601902,-1.0889413,2.3848467,0.55146664,0.7396145,0.8081989,0.70365876,-0.23086523,-0.6492257,0.17252879,0.20566428,-0.16836846,0.3161102,1.0336908,-2.4468234,0
0.59335893,0.9156419,-0.062319703,0.84991837,-0.49859852,-0.6690765,0.2602196,0.69163936,0.40346706,1.3895309,0.11114681,1.0137349,-0.5542367,-1.0282724,-0.6526835,1.2956312,-0.84724987,2.2317045,-1.7124895,-1.0436217,0.28153908,1.8474447,-1.6691548,-0.4211367,-0.5667945,0.75587267,1.2755089,0.8631993,-0.30317163,0.79213554,-1.0102041,1.5981061,0
-0.18526617,1.542771,0.43559477,0.6574487,0.9682214,-1.563242,0.6674326,-1.3262296,-0.40633142,0.8871385,0.6694181,2.4797256,-0.12040898,-1.1902845,-0.63437784,1.5896647,0.6103999,0.5868016,0.6578701,1.8996457,-0.2734947,0.78104997,0.7706278,0.99767977,0.0053346828,0.58047277,-0.21050972,0.6405242,0.1336394,0.7340967,-0.8532265,0.5656139,0
-0.40673956,-0.4175095,0.7476245,-1.0887132,-0.007974792,1.0230151,0.7263582,1.3175163,1.6848674,-0.30427492,0.9571563,0.84320235,0.80139333,1.5879145,-0.2936927,0.33284253,-1.0693622,-1.2942898,-1.7688408,-1.3153142,-0.0026550442,-1.244581,0.9853468,-0.34898075,0.5017182,-0.6685683,2.593591,-0.83645153,-0.073222145,0.6302154,1.1229175,-0.88933384,0
0.40455365,-0.21675065,0.9854648,0.6465019,-0.4784168,-1.0485129,-0.83953357,-0.009881094,-0.026070494,-1.2303898,0.70718277,-0.07758367,1.7241212,-0.36755955,0.50482434,1.5930086,-0.77013814,1.0498787,-0.26118207,-1.9212301,0.12326597,0.22352397,0.18964183,0.16730404,-0.9544062,0.69920266,0.35434723,0.41629136,-0.20915195,-0.68101,-0.8786956,2.0927277,0
-1.2351658,-0.02587688,0.29969576,-0.10254829,-0.07806887,0.61833346,-0.7713904,-1.1614299,-0.1906468,-0.43081772,-0.90701145,-0.37724954,0.60472083,-0.05943936,-0.8957381,1.7209108,-0.99710894,0.3744014,0.5632275,-1.8358047,-0.53367823,0.35014614,-0.40658638,0.20013428,0.59935427,0.48794708,0.038614813,0.6637732,-0.0771576,-0.27171803,-0.103674054,2.2588358,0
-0.5576796,-0.30195063,-0.4003726,-0.118837774,-1.0238055,-0.21943282,-0.83138305,0.37529776,-3.828109,-0.32099536,0.2776531,-0.5414281,-0.6308267,-0.36571956,1.6578426,-1.1469024,-0.14834648,0.57135487,0.48709008,-1.2232054,0.23264271,0.9424827,-0.208648,-1.4793496,-0.00011205673,1.2397398,-0.050897844,-0.71558744,-1.3839561,0.63593495,0.50206375,0.403606,0
0.62454915,1.4303048,0.43273315,0.40769014,2.0039606,0.19300303,-0.4442749,-1.2566855,1.0740064,-1.4671432,1.3841802,0.63544273,-0.1385025,1.436229,-0.3133844,1.2449285,1.2273598,-0.34193686,-1.8131169,-0.8247972,-0.523642,1.5499973,-0.68589044,0.2682321,-0.24623811,1.1709685,0.9481809,1.0333648,-0.34726197,-1.697304,-1.1477517,1.6010146,0
0.69407326,0.0960419,-0.16231856,-1.2040144,-1.332639,1.3770756,-0.74762964,0.2270393,-0.6128164,1.1803522,-0.07150109,-1.7316484,0.5852263,-1.4320388,1.0088106,0.10596593,0.3305117,-0.33468252,0.99827063,1.4325306,-1.0028698,-1.4099413,0.29303578,1.5717918,0.42498508,1.2049711,1.0807586,-0.8188,0.28847724,0.113757506,1.7346143,-1.0810963,0
